CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,LastUpDate,Multilingual
1611766000830,0614400,01688,Active,Alameda,Fremont Unified,Vallejo Mill Elementary,38569 Canyon Heights Drive,38569 Canyon Heights Dr.,Fremont,94536-1899,CA,38569 Canyon Heights Drive,38569 Canyon Heights Dr.,Fremont,94536-1899,CA,(510) 793-1441,No Data,(510) 793-0564,https://fremontunified.org/vallejomill/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.574495,-121.95990,Carrie,Irwin,06/29/2026,N
1611766000848,0614400,01690,Active,Alameda,Fremont Unified,Warm Springs Elementary,47370 Warm Springs Boulevard,47370 Warm Springs Blvd.,Fremont,94539-7458,CA,47370 Warm Springs Boulevard,47370 Warm Springs Blvd.,Fremont,94539-7458,CA,(510) 656-1611,No Data,(510) 656-7682,https://fremontunified.org/warmsprings/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,3-5,3-5,N,N,N,No Data,37.482877,-121.92534,Scott,Iwata,07/20/2023,N
1611766056873,0614400,01660,Active,Alameda,Fremont Unified,Centerville Middle,37720 Fremont Boulevard,37720 Fremont Blvd.,Fremont,94536-5096,CA,37720 Fremont Boulevard,37720 Fremont Blvd.,Fremont,94536-5096,CA,(510) 797-2072,No Data,(510) 794-7588,https://fremontunified.org/centerville/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.555648,-122.00190,Susan,Lemke,06/27/2024,N
1611766056881,0614400,01689,Active,Alameda,Fremont Unified,G. M. Walters Middle,39600 Logan Drive,39600 Logan Dr.,Fremont,94538-1912,CA,39600 Logan Drive,39600 Logan Dr.,Fremont,94538-1912,CA,(510) 656-7211,No Data,(510) 656-4056,https://fremontunified.org/walters/,07/01/1961,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.537300,-121.98586,Dana,Graham,07/05/2023,N
1611766056899,0614400,No Data,Closed,Alameda,Fremont Unified,Robertson (Gus C.) Junior High,4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538,CA,4455 Seneca Park Avenue,4455 Seneca Park Ave.,Fremont,94538,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611766056907,0614400,01670,Active,Alameda,Fremont Unified,John M. Horner Middle,4350 Irvington Avenue,4350 Irvington Ave.,Fremont,94538-4202,CA,4350 Irvington Avenue,4350 Irvington Ave.,Fremont,94538-4202,CA,(510) 656-4000,No Data,(510) 656-2793,https://fremontunified.org/horner/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.529681,-121.96482,Cindy,Hicks-Rodriguez,07/05/2023,N
1611766056915,0614400,01687,Active,Alameda,Fremont Unified,Thornton Middle,4357 Thornton Avenue,4357 Thornton Ave.,Fremont,94536-4897,CA,4357 Thornton Avenue,4357 Thornton Ave.,Fremont,94536-4897,CA,(510) 793-9090,No Data,(510) 793-9756,https://fremontunified.org/thornton/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.557124,-122.01454,Sharon,Strausbaugh,07/21/2023,N
1611766056923,0614400,01669,Active,Alameda,Fremont Unified,William Hopkins Middle,600 Driscoll Road,600 Driscoll Rd.,Fremont,94539-3803,CA,600 Driscoll Road,600 Driscoll Rd.,Fremont,94539-3803,CA,(510) 656-3500,No Data,(510) 656-3731,https://fremontunified.org/hopkins/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.547020,-121.94242,Nancy,Kuei,07/21/2023,Y
1611766066468,0614400,01664,Active,Alameda,Fremont Unified,John Gomes Elementary,555 Lemos Lane,555 Lemos Ln.,Fremont,94539-3750,CA,555 Lemos Lane,555 Lemos Ln.,Fremont,94539-3750,CA,(510) 656-3414,No Data,(510) 656-6817,https://fremontunified.org/gomes/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.550361,-121.94761,Pamela,Hughes,07/20/2023,N
1611766068746,0614400,No Data,Closed,Alameda,Fremont Unified,Olivos de Guadalupe,611 Olive Avenue,611 Olive Ave.,Fremont,94538,CA,611 Olive Avenue,611 Olive Ave.,Fremont,94538,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611766085591,0614400,No Data,Merged,Alameda,Fremont Unified,Glankler (Donald G.) (Oh),39201 Sundale Drive,39201 Sundale Dr.,Fremont,94538,CA,Is Now Preschool,Is Now Preschool,Fremont,94538,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,08,Preschool,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611766089320,0614400,01658,Active,Alameda,Fremont Unified,Brookvale Elementary,3400 Nicolet Avenue,3400 Nicolet Ave.,Fremont,94536-3598,CA,3400 Nicolet Avenue,3400 Nicolet Ave.,Fremont,94536-3598,CA,(510) 797-5940,No Data,(510) 797-0151,https://fremontunified.org/brookvale/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.568768,-122.01399,Malinda,Elliott,07/20/2023,N
1611766089619,0614400,01691,Active,Alameda,Fremont Unified,Warwick Elementary,3375 Warwick Road,3375 Warwick Rd.,Fremont,94555-2499,CA,3375 Warwick Road,3375 Warwick Rd.,Fremont,94555-2499,CA,(510) 793-8660,No Data,(510) 793-6041,https://fremontunified.org/warwick/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.576510,-122.03048,Barbara,Ochoa,07/20/2023,N
1611766090500,0614400,No Data,Closed,Alameda,Fremont Unified,Fremont Elementary,40230 Laiolo Road,40230 Laiolo Rd.,Fremont,94538,CA,40230 Laiolo Road,40230 Laiolo Rd.,Fremont,94538,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611766090518,0614400,No Data,Closed,Alameda,Fremont Unified,Irvington Elementary,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611766090526,0614400,01661,Active,Alameda,Fremont Unified,Joshua Chadbourne Elementary,801 Plymouth Avenue,801 Plymouth Ave.,Fremont,94539-4637,CA,801 Plymouth Avenue,801 Plymouth Ave.,Fremont,94539-4637,CA,(510) 656-5242,No Data,(510) 656-6026,https://fremontunified.org/chadbourne/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.542168,-121.93996,Christopher,Wood,06/29/2026,N
1611766090534,0614400,01677,Active,Alameda,Fremont Unified,Mission San Jose Elementary,43545 Bryant Street,43545 Bryant St.,Fremont,94539-5885,CA,43545 Bryant Street,43545 Bryant St.,Fremont,94539-5885,CA,(510) 656-1200,No Data,(510) 651-4211,https://fremontunified.org/msje/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.528296,-121.92137,Katherine,Carter,07/20/2023,N
1611766090542,0614400,01683,Active,Alameda,Fremont Unified,Oliveira Elementary,4180 Alder Avenue,4180 Alder Ave.,Fremont,94536-4799,CA,4180 Alder Avenue,4180 Alder Ave.,Fremont,94536-4799,CA,(510) 797-1135,No Data,(510) 797-0861,https://fremontunified.org/oliveira/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.560394,-122.01771,Harry,Pabley,08/07/2025,N
1611766090559,0614400,01676,Active,Alameda,Fremont Unified,Steven Millard Elementary,5200 Valpey Park Drive,5200 Valpey Park Dr.,Fremont,94538-3262,CA,5200 Valpey Park Drive,5200 Valpey Park Dr.,Fremont,94538-3262,CA,(510) 657-0344,No Data,(510) 657-8720,https://fremontunified.org/millard/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.520062,-121.97397,Jorge,Gonzalez,07/05/2023,N
1611766104723,0614400,08138,Active,Alameda,Fremont Unified,Ardenwood Elementary,33955 Emilia Lane,33955 Emilia Ln.,Fremont,94555-2068,CA,33955 Emilia Lane,33955 Emilia Ln.,Fremont,94555-2068,CA,(510) 794-0392,No Data,(510) 794-8261,https://fremontunified.org/ardenwood/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.572796,-122.05205,Glynis,Mason,07/20/2023,N
1611766106983,0614400,09139,Active,Alameda,Fremont Unified,Fred E. Weibel Elementary,45135 South Grimmer Boulevard,45135 South Grimmer Blvd.,Fremont,94539-6631,CA,45135 South Grimmer Boulevard,45135 South Grimmer Blvd.,Fremont,94539-6631,CA,(510) 651-6958,No Data,(510) 651-6653,https://fremontunified.org/weibel/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.507308,-121.92838,Annie,Lee,07/05/2023,N
1611766111330,0614400,00488,Active,Alameda,Fremont Unified,Forest Park Elementary,34400 Maybird Circle,34400 Maybird Cir.,Fremont,94555-2917,CA,34400 Maybird Circle,34400 Maybird Cir.,Fremont,94555-2917,CA,(510) 713-0141,No Data,(510) 713-7866,https://fremontunified.org/forestpark/,09/08/1993,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.561214,-122.05188,Denise,Mapelli,07/20/2023,N
1611766113872,0614400,05606,Closed,Alameda,Fremont Unified,Linda Vista Elementary,2650 Bruce Drive,2650 Bruce Dr.,Fremont,94538,CA,2650 Bruce Drive,2650 Bruce Dr.,Fremont,94539,CA,No Data,No Data,No Data,No Data,09/01/1996,03/20/2002,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,ELEM,Elementary,1-4,1-6,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,01/30/2009,No Data
1611766118897,0614400,No Data,Closed,Alameda,Fremont Unified,The Fremont Progressive Charter,38665 Fremont Boulevard,38665 Fremont Blvd.,Fremont,94536,CA,38665 Fremont Boulevard,38665 Fremont Blvd.,Fremont,94536,CA,No Data,No Data,No Data,No Data,09/01/2001,09/01/2001,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,ELEM,Elementary,K-8,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,01/27/2003,No Data
1611920000000,0616740,No Data,Active,Alameda,Hayward Unified,No Data,24411 Amador Street,24411 Amador St.,Hayward,94544-1301,CA,PO Box 5000,PO Box 5000,Hayward,94540-5000,CA,(510) 784-2600,No Data,(510) 784-2641,www.husd.k12.ca.us,No Data,No Data,No Data,No Data,No Data,54,Unified School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,37.656838,-122.09337,Chien,Wu-Fernandez,03/20/2025,No Data
1611920108670,0616740,10737,Active,Alameda,Hayward Unified,Leadership Public Schools - Hayward,28000 Calaroga Avenue,28000 Calaroga Ave.,Hayward,94545-4600,CA,99 Linden Street,99 Linden St.,Oakland,94607,CA,(510) 300-1340,No Data,(510) 372-0396,www.leadps.org/hayward/,08/29/2005,No Data,Y,0684,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,0601815,37.624193,-122.08790,Brent,Daniels,05/23/2025,N
1611920111815,0616740,11550,Active,Alameda,Hayward Unified,Stonebrae Elementary,28761 Hayward Boulevard,28761 Hayward Blvd.,Hayward,94542-2213,CA,24411 Amador Street,24411 Amador St.,Hayward,94540,CA,(510) 723-3910,No Data,(510) 733-1437,www.husd.k12.ca.us,08/29/2006,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,37.654731,-122.02047,Deborah,Murayama,10/02/2024,Y
1611920113902,0616740,11849,Closed,Alameda,Hayward Unified,Impact Academy of Arts & Technology,2560 Darwin Street,2560 Darwin St.,Hayward,94545-3451,CA,2560 Darwin Street,2560 Darwin St.,Hayward,94545-3451,CA,No Data,No Data,No Data,Information Not Available,08/20/2007,06/30/2018,Y,0836,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,7-12,7-12,N,N,N,No Data,37.631317,-122.10254,No Data,No Data,07/03/2018,No Data
1611920119248,0616740,12426,Closed,Alameda,Hayward Unified,Golden Oak Montessori of Hayward,2652 Vergil Court,2652 Vergil Ct.,Castro Valley,94546-6402,CA,2652 Vergil Court,2652 Vergil Ct.,Castro Valley,94546-6402,CA,No Data,No Data,No Data,Information Not Available,08/31/2009,06/30/2021,Y,1067,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,1-8,1-8,N,N,N,No Data,37.687804,-122.06973,No Data,No Data,07/02/2021,Y
1611920119842,0616740,13405,Closed,Alameda,Hayward Unified,Special Education-Preschool-Laurel,24411 Amador Street,24411 Amador St.,Hayward,94544-1301,CA,24411 Amador Street,24411 Amador St.,Hayward,94544-1301,CA,No Data,No Data,No Data,No Data,07/20/2009,06/30/2024,N,No Data,No Data,54,Unified School District,08,Preschool,TRAD,Traditional,ELEM,Elementary,P,K,N,No Data,Y,No Data,37.656700,-122.09353,No Data,No Data,07/17/2024,No Data
1611920127696,0616740,13351,Active,Alameda,Hayward Unified,Knowledge Enlightens You (KEY) Academy,585 Willow Avenue,585 Willow Ave.,Hayward,94541-2424,CA,11750 Dublin Boulevard #204,11750 Dublin Blvd. #204,Dublin,94568,CA,(510) 397-2524,No Data,(510) 363-8542,www.keyacademycharter.org,08/20/2013,No Data,Y,1514,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,0601977,37.675247,-122.09789,David,Ramirez,02/09/2023,N
